                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.95618,                0.78678,                 1.1108,                0.91261,                0.88059,                0.92847,                0.68982,                 0.8844,                0.61601,                   1.05,             0.00062179,             0.00062179,             0.00062179
                     21,                0.87069,                0.67879,                 1.0699,                0.87128,                0.86158,                0.91697,                0.68259,                 0.8835,                0.63686,                 1.0528,             0.00056678,             0.00056678,             0.00056678
                     22,                0.84466,                0.62894,                 1.0592,                0.91837,                0.86075,                0.93201,                0.70403,                0.86487,                0.60648,                 1.0428,             0.00051177,             0.00051177,             0.00051177
                     23,                0.82653,                0.60564,                 1.0437,                0.90574,                 0.8609,                0.93305,                0.71144,                0.85986,                0.59403,                 1.0503,             0.00045676,             0.00045676,             0.00045676
                     24,                0.80793,                0.58666,                 1.0341,                0.93158,                0.86443,                0.93948,                0.70926,                0.84888,                0.57944,                 1.0425,             0.00040175,             0.00040175,             0.00040175
                     25,                0.79482,                0.56068,                 1.0253,                 0.9311,                0.87076,                0.93845,                0.73187,                0.81838,                0.57258,                 1.0173,             0.00034674,             0.00034674,             0.00034674
                     26,                0.76413,                 0.5385,                 1.0024,                0.94938,                0.88284,                0.94574,                0.71998,                0.83438,                 0.5475,                 1.0328,             0.00029172,             0.00029172,             0.00029172
                     27,                0.74912,                0.52283,                 0.9968,                0.92818,                 0.8707,                0.93235,                0.72791,                 0.8153,                0.55038,                 1.0206,             0.00023671,             0.00023671,             0.00023671
                     28,                 0.7384,                0.50691,                 1.0011,                0.92224,                  0.905,                0.94193,                0.73367,                0.79345,                0.53442,                 1.0108,              0.0001817,              0.0001817,              0.0001817
                     29,                0.72947,                0.49086,                0.99148,                  0.937,                0.87499,                0.94066,                0.74338,                0.78462,                 0.5336,                 1.0056,             0.00012669,             0.00012669,             0.00012669
                     30,                0.70888,                0.47971,                0.98018,                0.92292,                0.90956,                0.94172,                0.74745,                0.77906,                0.52901,                 1.0025,             7.1681e-05,             7.1681e-05,             7.1681e-05
